Date - Time (PHT)	Latitude (°N)	Longitude (°E)	Depth of Focus (km)	Magnitude	Location	URL
06 January 2020 - 07:36 PM	06.62	124.52	004	2.5	008 km S 78° W of Isulan (Sultan Kudarat)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0106_1136_B2.html
06 January 2020 - 08:52 PM	06.61	125.15	012	2.6	009 km S 53° W of Kiblawan (Davao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0106_1252_B2.html
06 January 2020 - 10:11 PM	06.67	125.35	034	2.1	004 km N 03° W of Padada (Davao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0106_1411_B2.html
06 January 2020 - 11:05 PM	06.60	125.03	021	2.5	011 km N 57° E of Lutayan (Sultan Kudarat)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0106_1505_B2.html
06 January 2020 - 11:17 PM	06.59	125.18	031	2.4	008 km S 31° W of Kiblawan (Davao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0106_1517_B2.html
06 January 2020 - 11:31 PM	06.67	125.31	003	2.5	006 km N 51° W of Padada (Davao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0106_1531_B2.html
07 January 2020 - 01:55 AM	10.81	123.52	028	2.2	006 km S 19° E of Escalante (Negros Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0106_1755_B2.html
07 January 2020 - 02:02 AM	15.08	120.02	032	2.2	006 km N 70° W of San Felipe (Zambales)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0106_1802_B2.html
07 January 2020 - 02:04 AM	14.96	122.6	001	3.4	037 km N 42° E of Jomalig (Quezon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0106_1804_B2F.html
07 January 2020 - 02:07 AM	06.67	124.95	029	2.2	015 km S 03° E of Columbio (Sultan Kudarat)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0106_1807_B2.html
07 January 2020 - 02:31 AM	16.99	119.82	031	3.3	061 km N 76° W of Luna (La Union)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0106_1831_B2.html
07 January 2020 - 02:35 AM	16.96	119.82	032	2.5	060 km N 79° W of Luna (La Union)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0106_1835_B2.html
07 January 2020 - 04:46 AM	15.73	118.91	032	3.6	104 km S 66° W of Agno (Pangasinan)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0106_2046_B2.html
07 January 2020 - 04:46 AM	09.67	126.79	003	3.0	071 km S 80° E of General Luna (Surigao Del Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0106_2046_B2_SurigaoDelNorte.html
07 January 2020 - 06:21 AM	09.68	125.86	001	2.9	013 km N 60° W of Socorro (Surigao Del Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0106_2221_B2.html
07 January 2020 - 06:42 AM	06.54	125.23	008	3.3	014 km S 62° W of Sulop (Davao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0106_2242_B2F.html
07 January 2020 - 07:32 AM	13.58	120.15	010	2.3	019 km S 36° W of Looc (Occidental Mindoro)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0106_2332_B2.html
07 January 2020 - 08:06 AM	11.24	122.57	009	3.1	004 km N 22° E of Bingawan (Iloilo)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0107_0006_B2.html
07 January 2020 - 09:49 AM	13.48	120.63	139	2.0	011 km N 73° W of Abra De Ilog (Occidental Mindoro)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0107_0149_B2.html
07 January 2020 - 10:30 AM	06.11	126.28	047	2.2	064 km S 20° E of Governor Generoso (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0107_0230_B2.html
07 January 2020 - 12:49 PM	06.11	125.69	157	3.1	026 km N 18° E of Jose Abad Santos (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0107_0449_B2.html
07 January 2020 - 04:10 PM	06.57	125.23	031	1.8	009 km S 11° E of Kiblawan (Davao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0107_0810_B2.html
07 January 2020 - 04:53 PM	05.04	125.53	020	2.2	043 km S 08° E of Sarangani (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0107_0853_B2.html
07 January 2020 - 05:00 PM	06.84	126.84	023	4.0	049 km S 63° E of Tarragona (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0107_0900_B2.html
07 January 2020 - 05:15 PM	06.54	126.5	026	2.5	048 km S 75° E of Governor Generoso (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0107_0915_B2.html
07 January 2020 - 08:40 PM	06.53	125.29	013	2.4	016 km S 30° E of Kiblawan (Davao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0107_1240_B2.html
07 January 2020 - 09:46 PM	06.39	125.16	028	2.3	017 km N 38° W of Malungon (Sarangani)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0107_1346_B2.html
07 January 2020 - 11:07 PM	09.55	126.55	011	3.0	049 km N 52° E of Cortes (Surigao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0107_1507_B2.html
07 January 2020 - 11:40 PM	06.82	124.87	029	2.3	006 km S 53° E of Tulunan (Cotabato)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0107_1540_B2.html
08 January 2020 - 12:23 AM	17.60	122.26	025	2.4	030 km N 10° W of Divilacan (Isabela)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0107_1623_B2.html
08 January 2020 - 01:04 AM	15.14	122.8	033	2.2	066 km N 45° E of Jomalig (Quezon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0107_1704_B2.html
08 January 2020 - 01:36 AM	17.31	121.53	025	2.0	008 km N 88° W of Quezon (Isabela)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0107_1736_B1.html
08 January 2020 - 02:13 AM	06.41	125.1	028	2.8	019 km N 65° E of Tupi (South Cotabato)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0107_1813_B2.html
08 January 2020 - 02:27 AM	11.24	124.61	006	2.4	007 km S 29° W of Capoocan (Leyte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0107_1827_B2.html
08 January 2020 - 02:55 AM	15.41	120.66	020	3.8	010 km N 06° E of Concepcion (Tarlac)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0107_1855_B3F.html
08 January 2020 - 03:26 AM	13.22	120.22	005	2.8	034 km S 51° W of Paluan (Occidental Mindoro)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0107_1926_B2.html
08 January 2020 - 04:15 AM	17.89	120.56	027	2.2	012 km N 79° E of Sinait (Ilocos Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0107_2015_B2.html
08 January 2020 - 04:39 AM	13.69	120.3	006	2.2	007 km S 58° E of Looc (Occidental Mindoro)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0107_2039_B2.html
08 January 2020 - 07:07 AM	06.42	126.51	029	2.5	054 km S 62° E of Governor Generoso (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0107_2307_B2.html
08 January 2020 - 08:45 AM	10.20	125.34	028	1.6	012 km S 49° E of Anahawan (Southern Leyte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0108_0045_B2.html
08 January 2020 - 08:59 AM	12.95	124.42	032	2.0	031 km N 12° E of Biri (Northern Samar)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0108_0059_B2.html
08 January 2020 - 09:25 AM	15.53	119.77	029	1.6	019 km N 54° W of Palauig (Zambales)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0108_0125_B2.html
08 January 2020 - 09:56 AM	07.90	126.36	002	2.2	003 km N 28° W of Boston (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0108_0156_B2.html
08 January 2020 - 10:03 AM	06.65	125.15	014	2.1	007 km S 89° W of Kiblawan (Davao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0108_0203_B2.html
08 January 2020 - 10:08 AM	15.72	119.28	001	2.3	067 km S 86° W of Santa Cruz (Zambales)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0108_0208_B2.html
08 January 2020 - 12:11 PM	05.05	125.23	017	4.5	050 km S 32° W of Sarangani (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0108_0411_B3F.html
08 January 2020 - 01:13 PM	05.52	126.69	033	2.7	143 km S 28° E of Governor Generoso (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0108_0513_B2.html
08 January 2020 - 01:59 PM	08.15	126.18	038	2.3	016 km S 66° W of Bislig City (Surigao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0108_0559_B2.html
08 January 2020 - 02:13 PM	15.78	119.4	004	2.6	056 km S 49° W of Agno (Pangasinan)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0108_0613_B2.html
08 January 2020 - 03:38 PM	06.96	125.97	033	2.1	005 km S 83° W of Banaybanay (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0108_0738_B2.html
08 January 2020 - 04:44 PM	07.00	125.02	033	2.0	027 km N 53° E of Tulunan (Cotabato)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0108_0844_B2.html
08 January 2020 - 05:16 PM	07.64	124.92	008	2.6	005 km N 02° W of Kadingilan (Bukidnon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0108_0916_B2.html
08 January 2020 - 05:49 PM	07.53	126.47	027	2.0	011 km S 60° W of Baganga (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0108_0949_B2.html
08 January 2020 - 06:46 PM	13.37	120.36	002	2.4	012 km S 70° W of Paluan (Occidental Mindoro)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0108_1046_B2.html
08 January 2020 - 07:53 PM	06.62	125.21	024	2.2	003 km S 09° W of Kiblawan (Davao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0108_1153_B2.html
08 January 2020 - 08:01 PM	09.75	122.55	025	1.7	015 km S 87° E of Sipalay City (Negros Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0108_1201_B2.html
08 January 2020 - 08:43 PM	05.36	126.59	012	2.3	122 km S 61° E of Jose Abad Santos (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0108_1243_B2.html
08 January 2020 - 09:43 PM	05.24	126.28	092	4.2	102 km S 46° E of Jose Abad Santos (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0108_1343_B2F.html
08 January 2020 - 10:26 PM	13.95	120.26	067	2.4	018 km N 57° E of Lubang (Occidental Mindoro)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0108_1426_B2.html
08 January 2020 - 10:49 PM	05.75	125.44	048	2.5	029 km S 73° E of Glan (Sarangani)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0108_1449_B2.html
08 January 2020 - 11:26 PM	09.74	126.37	013	2.1	024 km S 78° E of General Luna (Surigao Del Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0108_1526_B2.html
09 January 2020 - 12:19 AM	13.99	120.48	184	2.8	019 km S 74° W of Lian (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0108_1619_B2.html
09 January 2020 - 12:29 AM	06.56	125.25	005	3.4	011 km S 64° W of Sulop (Davao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0108_1629_B2F.html
09 January 2020 - 12:50 AM	06.28	126.44	018	2.7	058 km S 45° E of Governor Generoso (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0108_1650_B2.html
09 January 2020 - 01:14 AM	06.73	124.96	026	2.2	009 km S 09° E of Columbio (Sultan Kudarat)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0108_1714_B2.html
09 January 2020 - 01:26 AM	09.30	123.16	006	3.3	017 km N 46° W of Dauin (Negros Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0108_1726_B2F.html
09 January 2020 - 01:29 AM	15.40	120.41	086	2.3	017 km S 77° W of San Jose (Tarlac)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0108_1729_B2.html
09 January 2020 - 02:35 AM	06.58	125.29	027	1.9	007 km S 73° W of Sulop (Davao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0108_1835_B2.html
09 January 2020 - 03:07 AM	06.12	126.89	017	2.1	108 km S 57° E of Governor Generoso (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0108_1907_B1_DavaoOriental.html
09 January 2020 - 03:07 AM	14.59	119.97	038	1.7	034 km S 72° W of Morong (Bataan)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0108_1907_B2.html
09 January 2020 - 04:44 AM	06.63	125.25	032	2.7	005 km S 54° E of Kiblawan (Davao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0108_2044_B2.html
09 January 2020 - 05:23 AM	15.85	121.84	026	1.8	031 km N 71° E of Baler (Aurora)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0108_2123_B2.html
09 January 2020 - 06:00 AM	06.35	124.07	023	2.2	020 km N 43° W of Palimbang (Sultan Kudarat)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0108_2200_B2.html
09 January 2020 - 06:12 AM	15.31	120.61	034	1.9	005 km S 64° W of Concepcion (Tarlac)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0108_2212_B2.html
09 January 2020 - 07:19 AM	10.29	125.15	028	2.0	002 km N 25° E of Saint Bernard (Southern Leyte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0108_2319_B2.html
09 January 2020 - 10:48 AM	07.06	125.43	010	1.9	039 km N 74° E of Makilala (Cotabato)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0109_0248_B2.html
09 January 2020 - 01:25 PM	06.63	125.26	015	2.3	005 km S 62° E of Kiblawan (Davao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0109_0525_B2.html
09 January 2020 - 01:59 PM	07.49	124.84	025	2.2	027 km S 49° E of Kalilangan (Bukidnon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0109_0559_B2.html
09 January 2020 - 03:35 PM	13.42	120.25	018	1.9	023 km N 89° W of Paluan (Occidental Mindoro)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0109_0735_B2.html
09 January 2020 - 03:56 PM	06.48	125.33	011	2.5	014 km S 07° W of Sulop (Davao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0109_0756_B2F.html
09 January 2020 - 04:09 PM	06.10	125.25	034	2.0	020 km S 01° W of Malungon (Sarangani)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0109_0809_B2.html
09 January 2020 - 04:35 PM	06.61	125.3	001	3.0	005 km N 82° W of Sulop (Davao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0109_0835_B2.html
09 January 2020 - 05:17 PM	18.50	120.86	034	2.5	006 km S 75° E of Dumalneg (Ilocos Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0109_0917_B2.html
09 January 2020 - 07:48 PM	13.74	120.59	091	1.8	011 km S 24° W of Calatagan (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0109_1148_B2.html
09 January 2020 - 09:20 PM	06.63	125.32	002	3.1	014 km S 52° E of Magsaysay (Davao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0109_1320_B2F.html
09 January 2020 - 09:49 PM	04.84	127.8	006	3.4	281 km S 74° E of Sarangani (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0109_1349_B2.html
09 January 2020 - 10:16 PM	15.04	119.83	025	4.0	028 km S 61° W of Cabangan (Zambales)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0109_1416_B2F.html
09 January 2020 - 10:33 PM	06.69	125.26	005	2.4	004 km S 26° E of Matanao (Davao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0109_1433_B2.html
09 January 2020 - 11:03 PM	07.09	125.28	012	2.3	018 km S 86° E of Magpet (Cotabato)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0109_1503_B2.html
10 January 2020 - 12:40 AM	05.75	126.68	019	2.5	119 km S 83° E of Jose Abad Santos (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0109_1640_B2.html
10 January 2020 - 12:59 AM	15.18	119.91	031	2.0	015 km N 81° W of Cabangan (Zambales)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0109_1659_B2.html
10 January 2020 - 02:11 AM	13.16	120.59	030	2.2	008 km S 01° E of Mamburao (Occidental Mindoro)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0109_1811_B2.html
10 January 2020 - 02:51 AM	13.09	124.17	020	2.2	004 km N 30° W of Prieto Diaz (Sorsogon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0109_1851_B2.html
10 January 2020 - 07:42 AM	12.16	121.48	008	3.4	026 km N 16° W of Caluya (Antique)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0109_2342_B2F.html
10 January 2020 - 09:14 AM	16.82	119.97	008	3.0	043 km N 60° W of San Fernando (La Union)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0110_0114_B2.html
10 January 2020 - 12:26 PM	19.20	121.5	010	2.6	010 km S 20° E of Calayan (Cagayan)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0110_0426_B2.html
10 January 2020 - 03:48 PM	06.64	124.61	034	2.5	010 km S 54° W of Tacurong City (Sultan Kudarat)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0110_0748_B2.html
10 January 2020 - 05:52 PM	05.85	126.54	029	2.2	102 km S 88° E of Jose Abad Santos (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0110_0952_B2.html
10 January 2020 - 06:06 PM	07.84	124.8	026	2.3	013 km N 24° E of Kalilangan (Bukidnon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0110_1006_B2.html
10 January 2020 - 06:46 PM	09.77	126.14	033	1.8	002 km S 55° W of General Luna (Surigao Del Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0110_1046_B2.html
10 January 2020 - 07:01 PM	13.60	120.65	119	2.1	019 km N 25° W of Abra De Ilog (Occidental Mindoro)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0110_1101_B2.html
10 January 2020 - 07:09 PM	19.31	121.44	051	2.2	003 km N 38° W of Calayan (Cagayan)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0110_1109_B2.html
